search URL:,https://patents.google.com/?q=%28%22beta+distribution%22+OR+%22beta-binomial%22+OR+%22simulation%22%29+AND+%28%22genetic+variant%22+OR+%22genetic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-6029683-B2,"Data analysis device, data analysis program ",株式会社日立製作所,"白井　正敬, 正敬 白井, 神原　秀記, 秀記 神原, 妃代美 谷口, 妃代美 谷口",2012-11-20,2012-11-20,2016-11-24,2016-11-24,https://patents.google.com/patent/JP6029683B2/en,https://patentimages.storage.googleapis.com/1c/29/2e/7804481c1ff36f/0006029683-2.png
US-2021158894-A1,Processes for Genetic and Clinical Data Evaluation and Classification of Complex Human Traits ,"The Board Of Trustees Of The Leland Stanford Junior University, U.S. Government represented by the Department of veterans Affairs","Jingjing Li, Sai Zhang, Michael P. Snyder, Cuiping Pan, Philip S. Tsao",2018-01-09,2019-01-09,2021-05-27,,https://patents.google.com/patent/US20210158894A1/en,https://patentimages.storage.googleapis.com/4a/11/88/c11c0f030e4ae4/US20210158894A1-20210527-D00000.png
US-2006211618-A1,Polynucleotides and polypeptides of the erythropoietin gene ,Jean-Louis Escary,Jean-Louis Escary,2001-04-04,2006-03-03,2006-09-21,,https://patents.google.com/patent/US20060211618A1/en,https://patentimages.storage.googleapis.com/a3/96/bd/e456e9f3294d17/US20060211618A1-20060921-D00001.png
US-2010241448-A1,Computational systems and methods for health services planning and matching ,"Searete Llc, A Limited Corporation Of The State Of Delaware","Shawn P. Firminger, Jason Garms, Roderick A. Hyde, Edward K.Y. Jung, Chris Demetrios Karkanias, Eric C. Leuthardt, Royce A. Levien, Richard T. Lord, Robert W. Lord, Mark A. Malamud, John D. Rinaldo, Jr., Clarence T. Tegreene, Kristin M. Tolle, Lowell L. Wood, JR.",2009-03-10,2009-12-03,2010-09-23,,https://patents.google.com/patent/US20100241448A1/en,https://patentimages.storage.googleapis.com/49/19/41/1fba4e6c5652b2/US20100241448A1-20100923-D00000.png
TW-201933375-A,Structural prediction of proteins ,美商人類長壽公司,"阿瑪利歐 泰勒堤, 麥可 希克斯, 伊茲凡 巴薩",2017-08-09,2018-08-08,2019-08-16,,https://patents.google.com/patent/TW201933375A/en,
WO-2015164432-A1,Detecting mutations and ploidy in chromosomal segments ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu CONSTANTIN, Lane A. EUBANK, George Gemelos, Matthew Micah HILL, Huseyin Eser KIRKIZLAR, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmerman",2014-04-21,2015-04-21,2015-10-29,,https://patents.google.com/patent/WO2015164432A1/en,
WO-2015171660-A1,"Variant annotation, analysis and selection tool ","Board Of Regents, The University Of Texas System, University Of Utah","Hao Hu, Chad Huff",2014-05-05,2015-05-05,2015-11-12,,https://patents.google.com/patent/WO2015171660A1/en,
JP-2023535285-A,Mutant Pathogenicity Scoring and Classification and Their Use ,イルミナ インコーポレイテッド,"ホン・ガオ, カイ－ハウ・ファー, ジェレミー・フランシス・マクレー",2020-07-23,2021-07-21,2023-08-17,,https://patents.google.com/patent/JP2023535285A/en,https://patentimages.storage.googleapis.com/69/46/72/c70f0d2b33bc11/2023535285000028.png
CN-111223527-A,Improvement of microbial strains using the HTP genome engineering platform ,齐默尔根公司,"Z·塞尔贝尔, E·J·迪安, S·曼彻斯特, K·戈拉, M·弗拉斯曼, E·谢尔曼, A·金博尔, S·希捷卡, B·弗勒旺, T·特赖诺尔, K·S·布鲁诺",2015-12-07,2016-12-07,2020-06-02,,https://patents.google.com/patent/CN111223527A/en,https://patentimages.storage.googleapis.com/ea/ff/fe/8923063d5b5089/HDA0002391987020000011.png
WO-2020176775-A1,Computational modeling of loss of function based on allelic frequency ,"Guardant Health, Inc.","Catalin Barbacioru, Marcin Sikora, Darya CHUDOVA",2019-02-27,2020-02-27,2020-09-03,,https://patents.google.com/patent/WO2020176775A1/en,
CN-106559998-A,Predict the genetic marker of the responsiveness to HDL elevating agents or HDL simulation agent therapies ,豪夫迈·罗氏有限公司,"马里-皮埃尔·迪贝, 让-克洛德·塔迪夫",2014-07-30,2015-07-27,2017-04-05,,https://patents.google.com/patent/CN106559998A/en,
JP-2024534035-A,Discovery Platform ,インシトロ インコーポレイテッド,"パオロ カサーレ フランチェスコ, ベレケット マイケル, アルバート マシュー",2021-08-16,2022-08-16,2024-09-18,,https://patents.google.com/patent/JP2024534035A/en,
KR-20230156364-A,Methods and related aspects for analyzing molecular reactions ,"가던트 헬쓰, 인크.","케이티 줄리아 퀸, 앨리시아 제이드 막, 엘레나 헬만, 팅팅 지앙, 저스틴 아이. 외데고르, 다리야 슈도바, 카일 릭 밍 창, 한-유 창, 다니엘 가일",2021-03-05,2022-03-04,2023-11-14,,https://patents.google.com/patent/KR20230156364A/en,https://patentimages.storage.googleapis.com/12/88/16/f5f310b7847741/pct00024.png
CN-101680872-A,Comparative sequence analysis processes and systems ,塞昆纳姆股份有限公司,"陈永庆, 克里斯蒂亚内·霍尼施, 迪尔克·J·范登博姆",2007-04-13,2008-04-11,2010-03-24,,https://patents.google.com/patent/CN101680872A/en,https://patentimages.storage.googleapis.com/50/9f/f1/25fe8606993d7e/A2008800164760111H1.png
US-2023118842-A1,Mining all atom simulations for diagnosing and treating disease ,George Mason University,"Mohsin Saleet Jafri, Matthew McCoy",2017-12-20,2022-12-16,2023-04-20,,https://patents.google.com/patent/US20230118842A1/en,https://patentimages.storage.googleapis.com/34/ed/92/aae13755c6ca47/US20230118842A1-20230420-D00000.png
EP-2247755-B1,Susceptibility variants for lung cancer ,Decode Genetics EHF,"Thorunn Rafnar, Thorgeir Thorgeirsson, Patrick Sulem, Frank Geller",2008-02-14,2009-02-16,2015-01-28,2015-01-28,https://patents.google.com/patent/EP2247755B1/en,https://patentimages.storage.googleapis.com/c1/78/92/0b711187a187ec/imgf0001.png
CN-101356286-A,Diagnostics and therapeutics for cardiovascular disorders ,英特利金遗传学有限公司,"肯尼思·S·科恩曼, 凯瑟琳·马丁奈兹, 希拉·E·弗朗西斯, 大卫·C·克罗斯曼, 戈登·W·达夫",2005-11-17,2006-11-17,2009-01-28,,https://patents.google.com/patent/CN101356286A/en,https://patentimages.storage.googleapis.com/dd/d8/2d/8970b77fdb3d84/A20068005065201001.png
WO-2013052557-A2,Methods for preimplantation genetic diagnosis by sequencing ,"Natera, Inc.","Matthew Rabinowitz, Matthew Hill, Bernhard Zimmermann, Johan Baner, Allison Ryan, George Gemelos",2011-10-03,2012-10-03,2013-04-11,,https://patents.google.com/patent/WO2013052557A2/en,
US-2022399080-A1,Methods and products for minimal residual disease detection ,"Genecast (Beijing) Biotechnology Co., Ltd., Genecast (Taizhou) Biotechnology Co., Ltd., Genecast Biotechnology Co., Ltd.","Yaxi Zhang, Hongyu Xie, Weizhi Chen, Ying Yang, Rui Fan, Xiuyu ZHAO, Piao YANG, Jianing YU, Bo Du",2021-06-10,2021-09-30,2022-12-15,,https://patents.google.com/patent/US20220399080A1/en,https://patentimages.storage.googleapis.com/82/2b/6f/4be5112b461079/US20220399080A1-20221215-D00000.png
CN-114728069-B,Polygenic risk score for in vitro fertilization ,迈欧米公司,"A·库马尔, K·M·伊姆, E·比彻, L·加尔哈多, A·拉奥, P·吴, M·拉比诺维茨",2019-09-30,2020-09-30,2025-04-08,2025-04-08,https://patents.google.com/patent/CN114728069B/en,
US-2016004814-A1,Methods and compositions related to regulation of nucleic acids ,University Of Washington Through Its Center For Commercialization,John A Stamatoyannopoulos,2012-09-05,2013-09-05,2016-01-07,,https://patents.google.com/patent/US20160004814A1/en,https://patentimages.storage.googleapis.com/10/4a/e7/425ecedd136bc7/US20160004814A1-20160107-D00001.png
JP-2021532826-A,A method for detecting genetic variation in highly homologous sequences by independent alignment and pairing of sequence reads. ,ミリアド・ウィメンズ・ヘルス・インコーポレーテッド,"グローマン，ピーター, グールド，ジュヌビエーブ, マジー，デール",2018-07-27,2019-07-26,2021-12-02,,https://patents.google.com/patent/JP2021532826A/en,https://patentimages.storage.googleapis.com/f9/b2/85/091dbe71094266/2021532826-5.png
JP-2019533461-A,System for detection using an array of cells expressing odorant receptors ,"コニク インコーポレイテッド, コニク  インコーポレイテッド","ジャン−チャールズ ニール, ジャン−チャールズ ニール, マイケル シアニ−ローズ, マイケル シアニ−ローズ, オシオレノヤ アガビ, オシオレノヤ アガビ",2016-10-27,2017-10-27,2019-11-21,,https://patents.google.com/patent/JP2019533461A/en,https://patentimages.storage.googleapis.com/c4/75/86/a415192119f23f/2019533461-68.png
CN-102202676-A,Dna-directed customization of analgesic compounds as a therapeutic modality ,肯贝尔有限责任公司,"肯尼斯·布卢姆, 罗格·L·韦特, 伯纳德·威廉·唐斯, 威廉·J·赫尼",2008-06-21,2009-06-22,2011-09-28,,https://patents.google.com/patent/CN102202676A/en,https://patentimages.storage.googleapis.com/78/87/f2/f890e72e83992b/HDA0000047402430000011.png
WO-2016164474-A1,Predictive value of combined genetic enzymatic and lipidomic data in disease risk for lewy body disease ,The Trustees Of Columbia University In The City Of New York,Lorraine CLARK,2015-04-06,2016-04-06,2016-10-13,,https://patents.google.com/patent/WO2016164474A1/en,
US-2019338349-A1,Methods and systems for high fidelity sequencing ,"Grail, Inc.","Oliver Claude Venn, Alexander Tilo Dilthey",2016-01-22,2017-01-22,2019-11-07,,https://patents.google.com/patent/US20190338349A1/en,https://patentimages.storage.googleapis.com/bb/83/e2/7767c6d862d1a8/US20190338349A1-20191107-D00000.png
CN-114650822-A,Use of splicing regulators for therapy to slow the progression of Huntington's disease ,诺华股份有限公司,"M·贝贝尔, B·博罗夫斯基, J-H·查, T·法勒, B·戈麦斯-曼西拉, C·古布泽凯勒, M·莱斯尼, 林文, N·雷诺, R·西瓦桑克兰",2019-11-01,2020-10-30,2022-06-21,,https://patents.google.com/patent/CN114650822A/en,https://patentimages.storage.googleapis.com/df/13/c2/e9bf0cc7e36e6f/HDA0003616129930000011.png
JP-2025023964-A,A sequence graph-based tool for determining variation in short tandem repeat regions ,"イラミーナ インコーポレーテッド, Illumina Inc","ドルシェンコ エゴール, Dolzhenko Egor, エー エバール マイケル, A Eberle Michael",2019-03-07,2024-10-30,2025-02-19,,https://patents.google.com/patent/JP2025023964A/en,
US-2018010190-A1,Genetic variant of the annexin a5 gene ,Universitaetsklinikum Muenster,"Nadja Bogdanova, Arseni Markov, Jurgen Horst, Volker Gerke",2004-11-19,2017-09-25,2018-01-11,,https://patents.google.com/patent/US20180010190A1/en,https://patentimages.storage.googleapis.com/45/31/b5/a9b0d318af9b34/US20180010190A1-20180111-D00001.png
CN-112859922-A,Multi-unmanned aerial vehicle long-term working path planning for improving adaptive genetic-variable field collaborative search ,西安工业大学,"田军委, 张磊蒙, 黄书召, 苏宇, 金旭辉, 张云辉",2021-01-25,2021-01-25,2021-05-28,,https://patents.google.com/patent/CN112859922A/en,https://patentimages.storage.googleapis.com/09/92/c6/311392f5926a21/HDA0002914546530000011.png
US-2013210003-A1,Compositions for use in detection of multiple analytes ,Siemens Healthcare Diagnostics Inc.,"John S. Pease, Remy Cromer, Rajesh Patel, Nurith Kurn, Steve de Keczer",2000-05-04,2012-11-13,2013-08-15,,https://patents.google.com/patent/US20130210003A1/en,https://patentimages.storage.googleapis.com/81/68/0e/0ac439ba71ceb9/US20130210003A1-20130815-D00001.png
JP-2020508058-A,Novel minor histocompatibility antigens and their use ,ユニヴェルシテ・ドゥ・モントリオール,"クロード・ペロー, ピエール・ティボー, セバスチャン・ルミュー, クリステル・ヴァンサン",2017-02-22,2018-02-22,2020-03-19,,https://patents.google.com/patent/JP2020508058A/en,https://patentimages.storage.googleapis.com/21/0b/47/00e9605128e415/2020508058-31.png
JP-2024028940-A,Methods and systems for analyzing nucleic acid molecules ,"ザ ボード オブ トラスティーズ オブ ザ レランド スタンフォード ジュニア ユニバーシティー, Board Of Trustees Of The Leland Stanford Junior Univ","エム． カーツ デイビッド, M Kurtz David, ディーン マクシミリアン, Diehn Maximilian, アッシュ アリザデ アラシュ, Ash Alizadeh Arash",2019-11-06,2023-12-11,2024-03-05,,https://patents.google.com/patent/JP2024028940A/en,
WO-2016172464-A1,"Device, system and method for assessing risk of variant-specific gene dysfunction ","Genepeeks, Inc.","Maxwell J. SILVER, Ari Julian SILVER, Lee M. Silver, Nigel Delaney",2015-04-22,2016-04-22,2016-10-27,,https://patents.google.com/patent/WO2016172464A1/en,
CN-103384725-A,Fetal genetic variation detection ,塞昆纳姆股份有限公司,"H·希克森, C·R·坎特",2010-12-23,2011-12-21,2013-11-06,,https://patents.google.com/patent/CN103384725A/en,
WO-2017210542-A1,Cross-genera target genome capture and analysis ,The Children's Medical Center Corporation,"Matthew P. HARRIS, Jacob M. DAANE",2016-06-03,2017-06-02,2017-12-07,,https://patents.google.com/patent/WO2017210542A1/en,
JP-2023534616-A,Mutant Pathogenicity Scoring and Classification and Their Use ,イルミナ インコーポレイテッド,"ホン・ガオ, カイ－ハウ・ファー, ジェレミー・フランシス・マクレー",2020-07-23,2021-07-21,2023-08-10,,https://patents.google.com/patent/JP2023534616A/en,https://patentimages.storage.googleapis.com/71/98/ef/2cefa73cb59b4d/2023534616000051.png
TR-201819859-T4,Method for diagnosis and prognosis of lung cancer metastasis. ,"Fundacio Inst De Recerca Biomedica Irb Barcelona, Inst Catalana Recerca Estudis Avancats","Gomis Roger, Planet Evarist",2012-06-06,2013-06-06,2019-01-21,,https://patents.google.com/patent/TR201819859T4/en,
JP-2024123250-A,Gene editing for autoimmune diseases ,"センバ インコーポレイテッド, Themba Inc","ラビノウィッツ，マシュー, Rabinowitz Matthew",2018-05-14,2024-06-27,2024-09-10,,https://patents.google.com/patent/JP2024123250A/en,
CA-3104153-A1,Methods and systems for monitoring organ health and disease ,"Illumina, Inc., Yong Li",Yong Li,2019-01-24,2020-01-22,2020-07-30,,https://patents.google.com/patent/CA3104153A1/en,
CN-105688201-A,Effective vaccination against porcine reproductive and respiratory syndrome (prrs) virus prior to weaning ,佐蒂斯有限责任公司,"J.G.卡尔弗特, R.G.安肯鲍尔, J.G.马克思, D.S.皮尔斯, M.L.基思",2012-05-17,2013-05-15,2016-06-22,,https://patents.google.com/patent/CN105688201A/en,
WO-2020086433-A1,Methods and apparatus for phenotype-driven clinical genomics using a likelihood ratio paradigm ,The Jackson Laboratory,Peter N. Robinson,2018-10-22,2019-10-21,2020-04-30,,https://patents.google.com/patent/WO2020086433A1/en,
US-2022064733-A1,PERSONALIZED ctDNA DISEASE MONITORING VIA REPRESENTATIVE DNA SEQUENCING ,"Ventana Medical Systems, Inc., The Francis Crick Institute Limited, The Royal Marsden Nhs Foundation Trust","Nelson R. Alexander, Kevin Richard Litchfield, Stacey Stanislaw, Samra Turajlic",2018-11-29,2021-05-07,2022-03-03,,https://patents.google.com/patent/US20220064733A1/en,https://patentimages.storage.googleapis.com/13/e9/6d/0357ee00f6fe37/US20220064733A1-20220303-D00000.png
WO-2013130848-A1,Informatics enhanced analysis of fetal samples subject to maternal contamination ,"Natera, Inc.","Matthew Rabinowitz, Johan Baner, George Gemelos, Matthew M. HILL, Styrmir Sigurjonsson",2012-02-29,2013-02-28,2013-09-06,,https://patents.google.com/patent/WO2013130848A1/en,
WO-2014082586-A1,Primer middle sequence interference pcr technology ,北京泰格瑞分子检验有限公司,"江洪, 岳素文, 廖同兵, 江必胜, 曲越, 江雨康",2012-11-30,2013-11-28,2014-06-05,,https://patents.google.com/patent/WO2014082586A1/en,
CN-108271393-B,Genetic testing for predicting microbial resistance to antimicrobial agents without comparison ,阿瑞斯遗传股份有限公司,"安德烈亚斯·凯勒, 苏珊娜·施默尔克, 科德·弗里德里希·施塔勒, 克里斯蒂娜·巴克斯, 瓦伦蒂娜·加拉塔",2015-08-06,2015-08-06,2022-07-12,2022-07-12,https://patents.google.com/patent/CN108271393B/en,https://patentimages.storage.googleapis.com/9e/a8/a1/6902f630f86aad/HPA0000256158620000011.png
CN-117059164-A,SNP locus-based method for detecting sample cross contamination and application thereof ,苏州贝康医疗器械有限公司,"侯美灵, 张军, 朱秋洁",2023-08-15,2023-08-15,2023-11-14,,https://patents.google.com/patent/CN117059164A/en,
US-2024282453-A1,Methods and systems for machine learning analysis of single nucleotide polymorphisms in lupus ,"Ampel Biosolutions, Llc","Katherine A. OWEN, Kristy A. BELL, Jessica KAIN, Amrie C. GRAMMER, Peter E. Lipsky",2020-05-14,2021-05-13,2024-08-22,,https://patents.google.com/patent/US20240282453A1/en,https://patentimages.storage.googleapis.com/8c/de/f8/7a413c51f3a728/US20240282453A1-20240822-D00001.png
CN-109674819-A,Placenta mesenchyma stem cell preparation and its purposes for treating hardening illness ,博雅干细胞科技有限公司,"许晓椿, 李容, 肖海蓉, 刘冰",2018-12-21,2018-12-21,2019-04-26,,https://patents.google.com/patent/CN109674819A/en,
KR-20230074178-A,Generating a genome sequence dataset ,"씨지 바이오허브 에스에프, 엘엘씨, 더 보드 어브 트러스티스 어브 더 리랜드 스탠포드 주니어 유니버시티, 더 보드 어브 트러스티스 어브 더 리랜드 스탠포드  주니어 유니버시티","다니엘 마스 몬트서라트, 알렉산더 이오안니디스, 카를로스 버스타만테",2020-09-14,2021-09-14,2023-05-26,,https://patents.google.com/patent/KR20230074178A/en,https://patentimages.storage.googleapis.com/87/ed/46/a0783384b179c7/pct00025.png
CN-107889508-A,Use the pairing library of cyclisation and the method for air gun sequencing detection genome mutation ,杰克逊实验室,"阮骏, 阮一骏",2015-04-02,2016-04-01,2018-04-06,,https://patents.google.com/patent/CN107889508A/en,
WO-2008115497-A2,System and method for cleaning noisy genetic data and determining chromsome copy number ,Gene Security Network,"Matthew Rabinowitz, Josh Sweetkind-Singer, Milena Banjevic, David Scott Johnson, Dusan Kijacic, Dimitri Petrov, Jing Xu, Zachary P. Demko",2007-03-16,2008-03-17,2008-09-25,,https://patents.google.com/patent/WO2008115497A2/en,
CN-115216545-A,Method for noninvasive pre-implantation aneuploidy genetic detection ,北京大学,"文路, 黄锦, 汤富酬, 乔杰, 陈依东, 高原",2021-04-20,2021-04-20,2022-10-21,,https://patents.google.com/patent/CN115216545A/en,https://patentimages.storage.googleapis.com/8d/9f/60/05b19cd56844ce/RE-HDA0003244932600000011.png
CA-3117412-A1,Characterization of bone marrow using cell-free messenger-rna ,"Molecular Stethoscope, Inc., Michael Nerenberg, Arkaitz IBARRA, Jiali ZHUANG","Michael Nerenberg, Arkaitz IBARRA, Jiali ZHUANG",2018-10-29,2019-10-28,2020-05-07,,https://patents.google.com/patent/CA3117412A1/en,
KR-102356257-B1,Method and system for analyzing genome and developing drug component based on artificial intelligence ,(주)제이엘케이,"김원태, 김동민, 강신욱, 이명재",2021-05-17,2021-05-17,2022-02-09,2022-02-09,https://patents.google.com/patent/KR102356257B1/en,https://patentimages.storage.googleapis.com/2f/10/f4/f35bd98f12432d/112021056758255-pat00001.png
US-2020251193-A1,System and method for integrating genotypic information and phenotypic measurements for precision health assessments ,Multimodal Imaging Services Corporation,"Nathan S. White, Chun C. Fan, Anders M. Dale",2018-05-21,2018-05-21,2020-08-06,,https://patents.google.com/patent/US20200251193A1/en,https://patentimages.storage.googleapis.com/03/9b/62/ebcef8463dc357/US20200251193A1-20200806-D00000.png
EP-4260325-A1,Methods and systems for visualizing short reads in repetitive regions of the genome ,"Illumina, Inc.","Egor DOLZHENKO, Michael A. Eberle",2020-12-11,2021-12-10,2023-10-18,,https://patents.google.com/patent/EP4260325A1/en,
JP-2022532761-A,Rapid detection of aneuploidy ,ザ・ジョンズ・ホプキンス・ユニバーシティー,"バート フォーゲルシュタイン, ケネス ダブリュ． キンズラー, クリストファー デュヴィル, ニコラス パパドプロス, クリスティアン トマセッティ",2019-05-17,2020-05-15,2022-07-19,,https://patents.google.com/patent/JP2022532761A/en,https://patentimages.storage.googleapis.com/d3/63/7e/8d6c6d5862abc4/2022532761000052.png
JP-2017521078-A5,Patent JP2017521078A5 ,,,,2015-07-17,2018-07-12,,https://patents.google.com/patent/JP2017521078A5/en,
JP-WO2006098192-A1,"Biological condition evaluation apparatus, biological condition evaluation method, biological condition evaluation system, biological condition evaluation program, evaluation function creation apparatus, evaluation function creation method, evaluation function creation program, and recording medium ",味の素株式会社,"哲也 杉本, 哲也 杉本, 良成 坂井, 良成 坂井, 泰志 野口, 泰志 野口",2005-03-16,2006-03-07,2008-08-21,,https://patents.google.com/patent/JPWO2006098192A1/en,https://patentimages.storage.googleapis.com/0d/80/41/b3d94ec8eb1ae9/2006098192-17.png
WO-2023168431-A1,Systems and methods for associating genes with phenotypes ,"Kallyope, Inc.","Justin N.J. MCMANUS, Robert J. LOVELETT, Daniel LOWENGRUB, Sarah CHRISTENSEN",2022-03-04,2023-03-03,2023-09-07,,https://patents.google.com/patent/WO2023168431A1/en,
CN-103328506-A,Therapies for improving pulmonary function ,米迪缪尼有限公司,"R·法奇奥尼, R·梅, C·凯尔, N·摩尔菲诺, L·罗什科斯",2010-10-15,2011-10-14,2013-09-25,,https://patents.google.com/patent/CN103328506A/en,https://patentimages.storage.googleapis.com/c5/f3/87/3ac2c0f9397759/HDA00003051599200011.png
CN-112470229-B,Computer-implemented method for analyzing genetic data about an organism ,基因组学公开有限公司,"克里斯托弗·查尔斯·艾伦·斯宾塞, 杰拉德·安东·伦特, 彼得·詹姆斯·唐纳利, 文森特·雅恩·玛丽·普雷格诺",2018-02-27,2019-02-26,2024-11-15,2024-11-15,https://patents.google.com/patent/CN112470229B/en,
CN-101970659-A,HIV preventive vaccine based on HIV specific antibodies ,整合技术有限公司,依伦娜·于·菲利诺娃,2007-10-09,2008-10-09,2011-02-09,,https://patents.google.com/patent/CN101970659A/en,https://patentimages.storage.googleapis.com/17/71/83/4b1cf8c9fc91be/HPA00001136998900011.png
WO-2015042980-A1,"Method, system, and computer-readable medium for determining snp information in a predetermined chromosomal region ",深圳华大基因科技有限公司,"李剑, 张现东, 李金良, 刘赛军, 叶敏兰",2013-09-30,2013-09-30,2015-04-02,,https://patents.google.com/patent/WO2015042980A1/en,
CN-102753200-A,Influenza nucleic acid molecules and vaccines made therefrom ,宾夕法尼亚大学托管会,"D·B·韦纳, 严健, M·P·莫罗",2010-01-26,2011-01-26,2012-10-24,,https://patents.google.com/patent/CN102753200A/en,https://patentimages.storage.googleapis.com/5d/c7/37/40d4c742ce8295/HDA00001937605100011.png
CN-111655848-A,Preservation of steric and molecular contiguity in nucleic acid templates ,阿瑞玛基因组学公司,"S·塞尔瓦拉, A·施米特, B·里德",2017-11-21,2018-11-20,2020-09-11,,https://patents.google.com/patent/CN111655848A/en,https://patentimages.storage.googleapis.com/b6/7e/fe/98d81c62ecc2f3/HDA0002591305700000011.png
CN-102164611-A,"Therapeutic use of a growth factor, METRNL ",Ns基因公司,"杰斯珀·R·乔根森, 朗·菲乔德-拉森, 拉斯·U·沃尔伯格, 纳诺·M·G·安德雷德, 泰特·E·约翰森",2008-07-24,2009-07-07,2011-08-24,,https://patents.google.com/patent/CN102164611A/en,https://patentimages.storage.googleapis.com/bd/13/06/72e8c12561d726/HDA0000051803380000011.png
US-2008299081-A1,Polynucleotides and Polypeptides of the IFNalpha-21 Gene ,Genodyssee Sa,Jean-Louis Escary,2001-03-30,2008-06-17,2008-12-04,,https://patents.google.com/patent/US20080299081A1/en,https://patentimages.storage.googleapis.com/95/40/9f/3487927a9d173d/US20080299081A1-20081204-D00000.png
US-2021156846-A1,Microfluidic platform for target and biomarker discovery for non-alcoholic fatty liver disease ,"Javelin Biotech, Inc.","Murat Cirit, Begum Alaybeyoglu, Nathan Brent Sorensen, John Wayne Rumsey",2019-11-26,2020-11-25,2021-05-27,,https://patents.google.com/patent/US20210156846A1/en,https://patentimages.storage.googleapis.com/aa/ed/3c/d8f8317b8a4afa/US20210156846A1-20210527-D00001.png
WO-2021232186-A1,Digital micro-fluidic platform-based nucleic acid enrichment and sequencing library construction methods ,深圳华大生命科学研究院,"任悍, 崔淼, 陈杨帆, 汪元涛, 江媛, 陈奥, 章文蔚",2020-05-18,2020-05-18,2021-11-25,,https://patents.google.com/patent/WO2021232186A1/en,https://patentimages.storage.googleapis.com/a4/11/fa/c041075a81e3f4/PCTCN2020090796-appb-300001.png
US-2015211040-A1,Methods of production of products of metabolic pathways ,Yeda Research And Development Co. Ltd.,"Ron Milo, Lior Zelcbuch, Niv Antonovsky",2012-07-18,2013-07-17,2015-07-30,,https://patents.google.com/patent/US20150211040A1/en,https://patentimages.storage.googleapis.com/5f/71/4a/eecfcaf8425353/US20150211040A1-20150730-D00001.png
WO-2006135265-A1,Method for identifying the origin of a compound biological product ,Agresearch Limited,"Vanessa M. Cave, Allan Muirhead Crawford, Kenneth Grant Dodds, Helen Catherine Mathias, Grant Henry Shackell",2005-06-17,2006-06-19,2006-12-21,,https://patents.google.com/patent/WO2006135265A1/en,
TW-201326399-A,Determination of single nucleotide polymorphisms useful to predict clinical response for glatiramer acetate ,Teva Pharma,"Amir Tchelet, Fabio Macciardi, Joseph Levy",2011-10-10,2012-10-09,2013-07-01,,https://patents.google.com/patent/TW201326399A/en,
CN-114169007-A,Recognition method of medical privacy data based on dynamic neural network ,西安电子科技大学,"朱笑岩, 张琳杰, 冯鹏斌, 马建峰",2021-12-10,2021-12-10,2022-03-11,,https://patents.google.com/patent/CN114169007A/en,https://patentimages.storage.googleapis.com/97/fc/3d/fe88ecf67c7d57/HDA0003405233910000011.png
CN-101528925-A,Dbait and uses thereof ,"法国居里学院, 法国国家科学研究中心, 国家自然博物馆, 法国国家卫生及研究医学协会","马里·迪特雷, 孙建生",2006-09-21,2007-09-20,2009-09-09,,https://patents.google.com/patent/CN101528925A/en,https://patentimages.storage.googleapis.com/b4/b1/4e/1096a06bf34b1c/A20078003520500691.png
CN-104885090-A,Systems and methods for tumor clonality analysis ,凡弗3基因组有限公司,J·Z·桑伯恩,2012-10-09,2013-11-07,2015-09-02,,https://patents.google.com/patent/CN104885090A/en,
WO-2018194757-A1,Systems and methods for performing and optimizing performance of dna-based noninvasive prenatal screens ,"Counsyl, Inc.","Gregory John Hogan, Kristjan Eerik KASENIIT, Dale E. Muzzey",2017-04-17,2018-03-08,2018-10-25,,https://patents.google.com/patent/WO2018194757A1/en,
US-2021292841-A1,Methods of using genetic markers associated with endometriosis ,"Juneau Biosciences, L.L.C.","Hans Albertsen, Rakesh N. Chettier, Kenneth Ward, VeeAnn ARGYLE",2018-09-07,2019-09-06,2021-09-23,,https://patents.google.com/patent/US20210292841A1/en,https://patentimages.storage.googleapis.com/73/95/82/ccf2e826b9a96e/US20210292841A1-20210923-D00000.png
WO-2014110350-A2,Systems and methods for identifying polymorphisms ,"Oslo Universitetssykehus Hf, The Regents Of The University Of California","Ole A. ANDREASSEN, Anders M. Dale, Wesley Kurt THOMPSON, Andrew SCHORK",2013-01-11,2014-01-10,2014-07-17,,https://patents.google.com/patent/WO2014110350A2/en,
CN-115335911-A,Screening systems and methods for obtaining and processing genomic information to generate gene variant interpretations ,康捷尼科有限公司,"E·莫加内拉, Y·达曼, L·庞廷, E·S·麦凯",2020-01-16,2021-01-15,2022-11-11,,https://patents.google.com/patent/CN115335911A/en,https://patentimages.storage.googleapis.com/5c/3a/f5/dd10cd33c04d94/HDA0003825410270000011.png
JP-2025063048-A,"Methods for detecting, preventing, reversing, and treating neurological disorders ",ワシントン・ユニバーシティ,"エス． サンズ，マーク, エー． ベニテス，ブルーノ",2018-12-05,2024-12-19,2025-04-15,,https://patents.google.com/patent/JP2025063048A/en,
