search URL:,https://patents.google.com/?q=%22bayesian%22+AND+%28%22variant+interpretation%22+OR+%22variant+classification%22+OR+%22genomic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2025125050-A1,Systems and methods for molecular residual disease liquid biopsy assay ,"Tempus Ai, Inc.","Ana Sofia de Olazarra, Terri M. Driessen, Jon Foox, Ailin Jin, Christine Y. Lee, Daniel Sherman Neems, Anne Franklin Sonnenschein, Robert Tell, Jason Yamada-Hanff",2023-10-13,2024-10-11,2025-04-17,,https://patents.google.com/patent/US20250125050A1/en,https://patentimages.storage.googleapis.com/45/29/07/2aa4c0e32b800a/US20250125050A1-20250417-D00000.png
US-2024360511-A1,Method for identifying and diagnosing genetic disorders and syetem thereof ,Cardiai Technologies,"Minal Borkar Tripathi, Sidharth Singh Bhinder, Anmol Singh KAPOOR, Amrita KAUR",2023-04-27,2024-04-26,2024-10-31,,https://patents.google.com/patent/US20240360511A1/en,https://patentimages.storage.googleapis.com/ca/b1/4a/72a73405f768ff/US20240360511A1-20241031-D00000.png
WO-2025027602-A2,Graph convolution networks to identify and quantify gene and cancer specific transcriptome signatures of cancer driver events ,Hadasit Medical Research Services And Development Ltd.,"Shai ROSENBERG, Gil Ben COHEN",2023-08-01,2024-07-31,2025-02-06,,https://patents.google.com/patent/WO2025027602A2/en,
WO-2025102060-A1,Accurate detection of origin of cell-free nucleic acids ,"Caris Mpi, Inc.","Jim ABRAHAM, Matthew James OBERLEY, Jeffrey Swensen, David Spetzler",2023-11-10,2024-11-11,2025-05-15,,https://patents.google.com/patent/WO2025102060A1/en,
CN-117561573-A,Automatic identification of the source of faults in nucleotide sequencing from base interpretation error patterns ,因美纳有限公司,"T·格罗斯, Z·W·谢尼",2021-09-17,2022-08-22,2024-02-13,,https://patents.google.com/patent/CN117561573A/en,
CN-116935958-A,Variation interpretation acquisition method and device ,上海思路迪生物医学科技有限公司,"何庆仲, 马静, 胡鹏涛, 宋赫, 请求不公布姓名, 杨韩雁",2022-04-07,2022-04-07,2023-10-24,,https://patents.google.com/patent/CN116935958A/en,
WO-2024107599-A1,Method of predicting non-small cell lung cancer (nsclc) patient drug response or time until death or cancer progression from circulating tumor dna (ctdna) utilizing signals from both baseline ctdna level and longitudinal change of ctdna level over time ,"Guardant Health, Inc.","Bojan LOSIC, Katie Julia QUINN, Sean Gordon",2022-11-15,2023-11-10,2024-05-23,,https://patents.google.com/patent/WO2024107599A1/en,
CN-120188220-A,Methods for predicting drug response or time until death or cancer progression in patients with non-small cell lung cancer (NSCLC) from ctDNA using signals from baseline circulating tumor DNA (ctDNA) levels and longitudinal changes in ctDNA levels over time ,夸登特健康公司,"博扬·罗西克, 卡蒂·朱莉娅·奎因, 肖恩·戈登",2022-11-15,2023-11-10,2025-06-20,,https://patents.google.com/patent/CN120188220A/en,
CN-117063239-A,Methods and related aspects for analyzing molecular responses ,夸登特健康公司,"卡蒂·朱莉娅·奎因, 艾莉西亚·杰德·马克, 埃琳娜·赫尔曼, 江婷婷, 贾斯汀·I·奥德加德, 达里娅·丘多瓦, 凯尔·力明·张, 庄涵宇, 丹尼尔·盖勒",2021-03-05,2022-03-04,2023-11-14,,https://patents.google.com/patent/CN117063239A/en,
WO-2025106583-A1,Methods and systems for discriminating between clonal hematopoiesis-derived and tumor-derived variants ,The Johns Hopkins University,"Jenna CANZONIERO, Valsamo Anagnostou, Victor Velculescu, Robert B. SCHARPF",2023-11-13,2024-11-13,2025-05-22,,https://patents.google.com/patent/WO2025106583A1/en,
WO-2024107941-A1,Validation of a bioinformatic model for classifying non-tumor variants in a cell-free dna liquid biopsy assay ,"Guardant Health, Inc.","Brett Kennedy, Jennifer YEN",2022-11-17,2023-11-16,2024-05-23,,https://patents.google.com/patent/WO2024107941A1/en,
US-2022284984-A1,Somatic variant calling from an unmatched biological sample ,"Personalis, Inc.","Patrick Jongeneel, Nicholas Phillips, Jason Harris",2019-11-05,2022-05-03,2022-09-08,,https://patents.google.com/patent/US20220284984A1/en,https://patentimages.storage.googleapis.com/9e/a0/6d/cd858dcf2df117/US20220284984A1-20220908-D00000.png
CN-118946932-A,Gene conservation and expression conservation detection based on artificial intelligence at base resolution ,因美纳有限公司,K·贾加纳坦,2022-08-05,2023-08-04,2024-11-12,,https://patents.google.com/patent/CN118946932A/en,
CN-119626346-B,A pattern recognition method and device for medical gene sequencing data ,四川省肿瘤医院,"吴海静, 成星函, 胡婷, 江沅峰, 王欢, 曹果, 刘雅琳, 潘玲, 杨佳露, 赵晓芳",2025-02-14,2025-02-14,2025-05-06,2025-05-06,https://patents.google.com/patent/CN119626346B/en,
WO-2025122662-A1,Systems and methods for detecting somatic variants derived from circulating tumor nucleic acids ,"Tempus Ai, Inc.","Kyle Ashley BEAUCHAMP, Maysun Mazhar HASAN, Sandra C. HUI, Kaveh Karbasi, Christine Y. LEE, Anne Franklin SONNENSCHEIN, Jason YAMADA-HANFF, Wei Zhu",2023-12-04,2024-12-04,2025-06-12,,https://patents.google.com/patent/WO2025122662A1/en,
US-2025179586-A1,Systems and methods for detecting somatic variants derived from circulating tumor nucleic acids ,"Tempus Ai, Inc.","Kyle Ashley Beauchamp, Maysun Mazhr Hasan, Sandra C. Hui, Kaveh Karbasi, Christine Y. Lee, Anne Franklin Sonnenschein, Jason Yamada-Hanff, Wei Zhu",2023-12-04,2024-12-04,2025-06-05,,https://patents.google.com/patent/US20250179586A1/en,https://patentimages.storage.googleapis.com/3f/03/d3/180b995e1a06b4/US20250179586A1-20250605-D00000.png
JP-2025514547-A,Methods and devices for parental origin disease allele detection for the diagnosis and management of genetic diseases - Patents.com ,プロバンシャル ヘルス サービシズ オーソリティ,"ランスドープ ピーター, シュレーダー カスミンタン, ジョーンズ スティーブン, ハンロン ビンセント, アクバリ バヒッド, オニール キエラン",2022-05-11,2023-05-10,2025-05-02,,https://patents.google.com/patent/JP2025514547A/en,
WO-02103954-A2,Data mining platform for bioinformatics and other knowledge discovery ,"Biowulf Technologies, Llc","Isabelle Guyon, Edward Reiss, René DOURSAT, David Lewis, Jason Weston",2001-06-15,2002-06-17,2002-12-27,,https://patents.google.com/patent/WO2002103954A2/en,
AU-2020101987-A4,DIMA-Dataset Discovery: DATASET DISCOVERY IN DATA INVESTIGATIVE USING MACHINE LEARNING AND AI-BASED PROGRAMMING ,"Divya N. Sree, K. Harinath, Raja boina Raja Kumar, Venkata Rajesh Masina, Attili Venkata Ramana, Annaluri Sreenivasa Rao, Reddy T, Rama, N Chandra Sekhar Reddy, M. Shanmukhi, Nazia Tabassum","K. Harinath, Raja boina Raja Kumar, Venkata Rajesh Masina, Attili Venkata Ramana, Annaluri Sreenivasa Rao, N Chandra Sekhar Reddy, T. Rama Reddy, M. Shanmukhi, Divya N. Sree, Nazia Tabassum",2020-08-26,2020-08-26,2020-10-01,2020-10-01,https://patents.google.com/patent/AU2020101987A4/en,
KR-20240034650-A,Method and apparatus for predicting prime editing efficiency of diverse prime editors in various cell types ,연세대학교 산학협력단,"김형범, 유구상, 김희권, 박진만",2022-09-07,2023-08-24,2024-03-14,,https://patents.google.com/patent/KR20240034650A/en,
CN-1040653-A,Rig is kept away card device back-pressure difference bit freezing unfreezing method of determining probability ,切尔夫昂研究公司,"W·布润特·哈姆波克音斯, 诺者·H·克音格斯博诺夫, 威思莱·E·劳哈克, 康诺矣·J·厄尼",1988-08-03,1989-08-03,1990-03-21,,https://patents.google.com/patent/CN1040653A/en,https://patentimages.storage.googleapis.com/63/48/d5/df24ad5be2f2bf/891061584_DRIMG2.png
WO-2024053921-A1,Method and device for predicting prime editing efficiency of various prime editors in different cell types ,연세대학교 산학협력단,"김형범, 유구상, 김희권, 박진만",2022-09-07,2023-08-29,2024-03-14,,https://patents.google.com/patent/WO2024053921A1/en,https://patentimages.storage.googleapis.com/87/e9/20/5b09efccafcbb8/PCTKR2023012794-appb-img-000003.png
EP-4207204-A1,Methods and systems for detecting tumor mutational burden ,Sophia Genetics S.A.,"Jonathan Bieler, Yvan Wenger, Christian Pozzorinni, Zhenyu Xu",2021-12-31,2022-12-31,2023-07-05,,https://patents.google.com/patent/EP4207204A1/en,https://patentimages.storage.googleapis.com/df/73/0b/eb19aa16945258/imgf0001.png
